accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0.9517714381217957,0.12230519205331802,0.9553419947624207,0.9647954106330872,0.9476666450500488,0.13600914180278778,0.9817754030227661,0.929844081401825
0.9520000219345093,0.1224326342344284,0.9563042521476746,0.9641293883323669,0.9511333107948303,0.12577319145202637,0.9713110327720642,0.9463251829147339
0.9527999758720398,0.12090997397899628,0.9565770626068115,0.9652236104011536,0.9605333209037781,0.10676165670156479,0.9668298959732056,0.9672605991363525
0.953000009059906,0.12116829305887222,0.9567636251449585,0.9653663039207458,0.9592000246047974,0.10311248898506165,0.9714897274971008,0.9600222706794739
0.9534857273101807,0.11867625266313553,0.9584397077560425,0.9643672704696655,0.956333339214325,0.11786900460720062,0.9762040972709656,0.9502227306365967
0.954885721206665,0.11840570718050003,0.9589254260063171,0.9662702083587646,0.9628666639328003,0.09942655265331268,0.9675807952880859,0.9704899787902832
0.954371452331543,0.11665357649326324,0.9576794505119324,0.9667459726333618,0.9620000123977661,0.10027839243412018,0.9738562107086182,0.9623607993125916
0.9550856947898865,0.11625726521015167,0.959850549697876,0.9656041860580444,0.9610000252723694,0.10468550771474838,0.9781296253204346,0.9562360644340515
0.9579428434371948,0.10916341841220856,0.9626526832580566,0.9675071239471436,0.9578666687011719,0.10488227754831314,0.9687780737876892,0.9605790376663208
0.9563999772071838,0.1107168197631836,0.9601982831954956,0.9675071239471436,0.9606000185012817,0.10478467494249344,0.9737942218780518,0.9600222706794739
0.9575999975204468,0.10710418969392776,0.9607112407684326,0.9690294861793518,0.958733320236206,0.10575823485851288,0.97662752866745,0.9538975358009338
0.9578571319580078,0.11032529175281525,0.9617292881011963,0.9683634638786316,0.9575999975204468,0.11278233677148819,0.9835419654846191,0.9449888467788696
0.9595428705215454,0.10425162315368652,0.9633200764656067,0.9695528149604797,0.9485999941825867,0.13015536963939667,0.983735978603363,0.9295099973678589
0.9601428508758545,0.10478662699460983,0.9634002447128296,0.9705042839050293,0.9544666409492493,0.11890554428100586,0.9800949096679688,0.9430957436561584
0.9607428312301636,0.10265626013278961,0.9643566012382507,0.9705042839050293,0.964733362197876,0.09819639474153519,0.9681994318962097,0.9730512499809265
0.9606571197509766,0.10422392934560776,0.9638252854347229,0.9709324240684509,0.9646000266075134,0.09395525604486465,0.9750365614891052,0.9655901789665222
0.9610857367515564,0.10061432421207428,0.9641575217247009,0.9713130593299866,0.9606000185012817,0.10753179341554642,0.9818494915962219,0.9517817497253418
0.9624571204185486,0.1000070720911026,0.9647203087806702,0.9730732440948486,0.9441333413124084,0.1463870108127594,0.9829181432723999,0.9227171540260315
0.9608285427093506,0.10150755941867828,0.9637041687965393,0.9713606238365173,0.9662666916847229,0.09228457510471344,0.9640744924545288,0.98017817735672
0.9620000123977661,0.09954741597175598,0.9654406309127808,0.9715033173561096,0.9573333263397217,0.1177210658788681,0.9831981658935547,0.9448775053024292
0.9619143009185791,0.09840521961450577,0.9657881259918213,0.9709800481796265,0.9640666842460632,0.0948016345500946,0.9734156131744385,0.9663696885108948
0.9613428711891174,0.09705237299203873,0.9645674824714661,0.9713130593299866,0.9622666835784912,0.09837204217910767,0.9781768321990967,0.9583519101142883
0.9628857374191284,0.09599090367555618,0.9661073088645935,0.9723120927810669,0.9661333560943604,0.09297841787338257,0.9782117605209351,0.9649220705032349
0.9628285765647888,0.09870314598083496,0.9661040902137756,0.9722169637680054,0.9646666646003723,0.0956391990184784,0.9733363389968872,0.9674832820892334
0.9637428522109985,0.09220738708972931,0.9675678014755249,0.9722169637680054,0.9603333473205566,0.11816446483135223,0.9781047105789185,0.9551224708557129
